Text,Product_Name,Price_Name,Promotion_Type,Marketplace_Name
"aku lagi galau mau beli baby carrier merkapa. kayaknya ergobaby harganya sekitar rp1.500.000 di e-commerce, tapi tula ada diskon 30% di baby expo .",baby carrier,1.500.000,diskon 30%,
"adikku butuh mainan gigitan bayi, jadi aku mau beli sophie la girafe yang lucu itu. harganya sekitar rp300.000 di toko mainan online, tapi aku mau beli di shopee",mainan,300.000,,shopee
"sudah mikir-mikir mau beli kursi makan bayi merk fisher-price. fisher-price harganya sekitar rp800.000 di baby store, tapi chicco juga bagus dan harganya lebih murah sekitar rp600.000.",kursi makan bayi,800.000,,
"beli baju bayi brand carter's itu yang bikin aku bingung. carter's lebih terkenal dan harganya sekitar rp150.000 per piece di outlet, sementara mothercare ada promo buy 1 get 1 di department store.",baju bayi,150.000,,department store
baru aja kepikiran beli sterilizer merek tommee tippee dengan harga rp800.000 di online shop. katanya ini praktis banget buat sterilisasi botol dan perlengkapan bayi lainnya. beli gak ya?,sterilizer,800.000,,online shop
"pengen beli baby bouncer merk babybjorn yang ada getaran dan musiknya. harganya sekitar rp1.500.000 di baby store, tapi aku belum yakin apakah bayi aku bakal suka atau enggak.",baby bouncer,1.500.000,,baby store
"ada stroller bayi merk joie yang lagi hits di shopee dengan harga promo cuma rp1.500.000. aku pengen  langsung order deh, biar bisa jalan-jalan bareng bayi dengan lebih nyaman.",stroller,1.500.000,,shopee
"produk favoritku, botol susu merk tommee tippee, tersedia dengan harga terbaik di shopee. aku pengen beli beberapa botol dengan harga spesial hanya rp150.000 untuk memenuhi kebutuhan bayiku.",botol susu,150.000,,shopee
aku mencari bath tub yang aman dan nyaman. akhirnya aku menemukan baby bath tub merk summer infant di shopee dengan harga spesial hanya rp300.000. ,baby bath tub,300.000,,shopee
aku ingin membeli baju bayi yang lucu dan nyaman. aku menemukan romper bayi merk carter's di zalora dengan harga rp150.000. aku langsung membelinya karena diskon besar-besaran.,baju bayi,150.000,,zalora
aku ingin memiliki sepatu hak tinggi yang stylish. aku menemukan high heels merk aldo di shopee dengan harga diskon rp500.000. aku langsung menambahkannya ke keranjang belanjaanku.,sepatu,500.000,,shopee
aku membutuhkan tas bayi yang fungsional dan stylish. aku tertarik dengan diaper bag merk skip hop di tokopedia dengan harga rp400.000. banyak kompartemen dan desainnya yang cantik membuatku tertarik.,tas bayi,400.000,,tokopedia
aku ingin membeli baju pesta yang elegan. aku menemukan evening dress merk adrianna papell di zalora dengan harga rp1.500.000. aku terpesona dengan desainnya dan langsung menaruhnya dalam daftar keinginanku.,baju ,1.500.000,,zalora
"untuk melengkapi tampilan fashion, aku ingin membeli anting yang cantik. aku memilih earrings merk pandora di lazada dengan harga rp800.000. aku yakin akan terlihat lebih glamor dengan aksesoris ini. tapi masih dilemma",anting,800.000,,lazada
aku ingin membeli celana jeans yang nyaman dan pas di tubuh. aku menemukan skinny jeans merk levi's di shopee dengan harga diskon rp600.000. aku langsung menambahkannya ke troli belanjaanku.,celana jeans,600.000,,shopee
aku ingin memiliki tas tangan yang cocok untuk kegiatan sehari-hari. aku tertarik dengan handbag merk michael kors di tokopedia dengan harga rp2.000.000. desainnya yang klasik membuatnya sempurna untuk setiap kesempatan.,tas ,2.000.000,,tokopedia
aku membutuhkan pakaian tidur yang nyaman untuk bayiku. aku memilih sleepwear merk petit bateau di zalora dengan harga rp300.000. bahan katunnya lembut dan bayiku pasti akan tidur dengan nyenyak.,pakaian,300.000,,zalora
aku ingin membeli sneakers yang stylish dan nyaman. aku menemukan sneakers merk nike di lazada dengan harga diskon rp1.000.000. ,sneakers,1.000.000,,lazada
aku ingin memiliki jam tangan yang elegan dan fungsional. aku tertarik dengan watch merk fossil di shopee dengan harga rp1.500.000. aku yakin jam tangan ini akan menjadi aksesoris yang sempurna.,jam tangan,1.500.000,,shopee
aku membutuhkan baju renang untuk liburan keluarga. aku menemukan swimsuit merk speedo di tokopedia dengan harga rp400.000. desainnya yang modis dan kualitasnya yang bagus membuatku tertarik.,baju,400.000,,tokopedia
aku ingin membeli baju olahraga yang nyaman dan stylish. aku memilih sportswear merk adidas di zalora dengan harga rp600.000.,baju,600.000,,zalora
aku ingin membeli jaket motor yang stylish dan berkualitas. aku menemukan jaket motor merk alpinestars di toko sepeda motor terdekat dengan harga rp1.500.000. jaket ini akan membuat tampilan motorriding-ku lebih keren.,jaket,1.500.000,,toko sepeda
aku mencari sarung tangan berkendara yang tahan air dan tahan angin. aku menemukan sarung tangan merk racer di toko perlengkapan motor online dengan harga rp500.000. ,sarung tangan,500.000,,toko perlengkapan motor
aku ingin membeli helm berkendara yang aman dan stylish. aku menemukan helm merk shoei di dealer helm motor terdekat dengan harga rp3.000.000. ,helm,3.000.000,,dealer helm motor
aku mencari sepatu motor yang nyaman dan anti-slip. aku menemukan sepatu motor merk tcx di toko perlengkapan motor online dengan harga rp1.200.000.,sepatu,1.200.000,,toko perlengkapan motor
aku ingin memiliki celana motor yang fashionable dan tahan lama. aku menemukan celana motor merk dainese di toko perlengkapan motor terdekat dengan harga rp2.000.000. ,celana motor,2.000.000,,toko perlengkapan motor
aku ingin membeli kacamata riding yang stylish dan melindungi mata dari debu dan sinar uv. aku menemukan kacamata riding merk oakley di toko perlengkapan motor terdekat dengan harga rp2.500.000. ,kacamata,2.500.000,,toko perlengkapan motor
aku mencari kaos berkendara yang breathable dan anti-keringat. aku menemukan kaos berkendara merk rev'it di toko perlengkapan motor online dengan harga rp500.000. ,kaos,500.000,,toko perlengkapan motor
aku ingin membeli jaket hujan yang tahan air dan mudah dibawa. aku menemukan jaket hujan merk dainese di toko perlengkapan motor terdekat dengan harga rp800.000. ,jaket,800.000,,toko perlengkapan motor
aku mencari sarung tangan motor dengan teknologi touchscreen yang memudahkan penggunaan smartphone saat berkendara. aku menemukan sarung tangan merk held di toko perlengkapan motor online dengan harga rp600.000 dan juga ada harga promo potongan 20%,sarung tangan,600.000,potongan 20%,toko perlengkapan motor
aku ingin membeli jam tangan mewah untuk tampilan yang elegan. aku menemukan jam tangan merk michael kors dengan harga rp2.500.000 di toko perhiasan terkemuka. ada promo best deal dengan diskon 30% yang membuat harga menjadi rp1.750.000.,jam tangan,1.750.000,diskon 30%,toko perhiasan
"aku mencari tas selempang yang trendi dan fungsional. aku menemukan tas selempang merk coach dengan harga rp1.800.000 di toko fashion terkenal. ada promo best deal dengan beli 1 gratis 1, jadi aku mendapatkan dua tas dengan harga tersebut.",tas,1.800.000,,toko 
"aku ingin memiliki anting-anting berlian yang mewah dan memikat perhatian. aku menemukan anting-anting merk tiffany & co. dengan harga rp5.000.000 di butik perhiasan eksklusif. saat ini ada promo best deal dengan diskon 20%, sehingga harganya menjadi rp4.000.000.",anting-anting,4.000.000,diskon 20%,butik 
"aku mencari kalung berliontin yang cantik dan elegan. aku menemukan kalung merk pandora dengan harga rp1.200.000 di toko perhiasan terkenal. saat ini ada promo best deal dengan diskon tambahan 10%, membuat harga menjadi rp1.080.000.",kalung,1.200.000,diskon tambahan 10%,toko perhiasan
aku ingin membeli kacamata hitam yang stylish dan melindungi mata dari sinar uv. aku menemukan kacamata merk ray-ban dengan harga rp1.500.000 di toko fashion ternama. ada promo best deal dengan potongan harga 20% hanya untuk hari ini.,kacamata,1.500.000,potongan harga 20%,toko 
"aku mencari gelang emas yang simple namun elegan. aku menemukan gelang merk swarovski dengan harga rp800.000 di butik perhiasan terkenal. ada promo best deal dengan pembelian minimal rp1.000.000, aku mendapatkan diskon 30% untuk semua produk perhiasan.",gelang,800.000,diskon 30%,butik perhiasan
"aku ingin membeli topi dengan desain unik dan kekinian. aku menemukan topi merk brixton dengan harga rp500.000 di toko fashion streetwear. ada promo best deal dengan beli dua gratis satu, jadi aku mendapatkan tiga topi dengan harga tersebut.",topi,500.000,,toko fashion
"aku mencari ikat pinggang kulit asli yang tahan lama dan bergaya. aku menemukan ikat pinggang merk gucci dengan harga rp2.000.000 di butik desainer terkenal. saat ini ada promo best deal dengan diskon 40% untuk koleksi aksesoris, termasuk ikat pinggang ini.",ikat pinggang,2.000.000,diskon 40%,butik desainer 
aku mencari set panci yang berkualitas dan tahan lama. aku menemukan set panci merk tefal dengan harga rp900.000 di toko peralatan dapur terkenal. ada promo best deal dengan potongan harga tambahan sebesar rp100.000.,set panci,900.000,,toko peralatan dapur
aku ingin memiliki rice cooker yang praktis dan hemat energi. aku menemukan rice cooker merk panasonic dengan harga rp500.000 di toko elektronik online. saat ini ada promo best deal dengan cashback 10% jika menggunakan kartu kredit tertentu.,rice cooker,500.000,cashback 10%,toko elektronik
aku mencari mesin cuci yang efisien dan ramah lingkungan. aku menemukan mesin cuci merk lg dengan harga rp3.000.000 di toko elektronik terpercaya. ada promo best deal dengan gratis pengiriman ke seluruh wilayah.,mesin cuci,3.000.000,,toko elektronik
aku ingin membeli set pisau dapur yang tajam dan nyaman digunakan. aku menemukan set pisau dapur merk zwilling j.a. henckels dengan harga rp1.500.000 di toko peralatan dapur ternama. saat ini ada promo best deal dengan diskon 15% untuk pembelian online.,set pisau,1.500.000,diskon 15%,toko peralatan dapur
aku mencari set perkakas dapur stainless steel yang awet dan mudah dibersihkan. aku menemukan set perkakas dapur merk kitchenaid dengan harga rp800.000 di toko peralatan dapur online. ada promo best deal dengan tambahan bonus spatula dan sendok sayur.,set perkakas,800.000,,toko peralatan dapur
aku mencari vacuum cleaner yang efektif dan hemat energi. aku menemukan vacuum cleaner merk dyson dengan harga rp5.000.000 di toko elektronik premium. ada promo best deal dengan gratis tambahan aksesoris dan garansi tambahan.,vacuum,5.000.000,,toko elektronik
aku ingin membeli set alat baking yang lengkap dan berkualitas. aku menemukan set alat baking merk wilton dengan harga rp700.000 di toko peralatan dapur online. saat ini ada promo best deal dengan diskon 10% untuk pembelian pertama kali.,set alat baking,700.000,diskon 10%,toko peralatan dapur
aku mencari blender portable yang praktis untuk membuat jus segar. aku menemukan blender portable merk blendjet dengan harga rp300.000 di toko elektronik online. ada promo best deal dengan diskon tambahan rp50.000 untuk pembelian dua unit.,blender,300.000,,toko elektronik
aku ingin memiliki toaster yang cepat dan memiliki fitur defrost. aku menemukan toaster merk russell hobbs dengan harga rp400.000 di toko peralatan dapur terdekat. ada promo best deal dengan cashback 20% untuk setiap pembelian di atas rp300.000.,toaster,400.000,cashback 20%,toko peralatan dapur
aku ingin memiliki set alat kebersihan rumah yang lengkap dan berkualitas. aku menemukan set alat kebersihan rumah merk vileda dengan harga rp350.000 di toko peralatan rumah terkenal. ada promo best deal dengan tambahan bonus lap mikrofiber.,set alat kebersihan,350.000,,toko peralatan rumah
"aku tertarik untuk membeli buku pengembangan diri ""mindset: the new psychology of success"" karya carol s. dweck. harganya berkisar antara rp150.000 - rp200.000 di toko buku gramedia. saat ini ada promo best deal dengan diskon 20% untuk anggota gramedia rewards.",buku,150.000,diskon 20%,gramedia
"aku ingin memiliki buku ""atomic habits: an easy & proven way to build good habits & break bad ones"" karya james clear. harganya sekitar rp250.000 - rp300.000 di toko buku kinokuniya. ada promo best deal dengan potongan harga tambahan sebesar rp50.000 jika membeli online melalui situs resmi kinokuniya.",buku,300.000,,kinokuniya
"aku mencari buku ""the power of now: a guide to spiritual enlightenment"" karya eckhart tolle. harganya sekitar rp200.000 - rp250.000 di toko buku periplus. saat ini ada promo best deal dengan diskon 15% untuk semua buku kategori pengembangan diri.",buku,200.000,diskon 15%,periplus
"aku tertarik untuk membeli buku ""the subtle art of not giving a f*ck: a counterintuitive approach to living a good life"" karya mark manson. harganya berkisar antara rp90.000 di toko buku books & beyond. ada promo best deal dengan cashback 10% jika menggunakan aplikasi books & beyond.",buku,90.000,cashback 10%,books & beyond
"aku ingin memiliki buku ""the 7 habits of highly effective people: powerful lessons in personal change"" karya stephen r. covey.saat ini ada promo best deal dengan diskon 20% untuk pembelian di atas rp200.000. ",buku,200.000,diskon 20%,
"aku ingin memiliki buku ""rich dad poor dad"" karya robert t. kiyosaki. harganya biasanya sekitar rp150.000, tetapi saat ini ada promo best deal di bukalapak dengan harga diskon hanya rp100.000.",buku,100.000,,
"aku tertarik untuk memiliki buku ""start with why"" karya simon sinek. harganya biasanya sekitar rp280.000, tetapi saat ini ada promo best deal di gunung agung dengan diskon 30%, sehingga bisa dibeli dengan harga rp196.000.",buku,196.000,diskon 30%,gunung agung
"aku mencari buku ""dare to lead"" karya brené brown. harganya sekitar rp200.000, tetapi saat ini ada promo best deal di bukukita dengan potongan harga 50%, sehingga bisa didapatkan dengan harga rp100.000.
",buku,100.000,potongan harga 50%,bukukita
"aku ingin membeli buku ""the alchemist"" karya paulo coelho. harganya biasanya sekitar rp120.000, tetapi saat ini ada promo best deal di aksara dengan diskon 20%, sehingga bisa dibeli dengan harga rp96.000.",buku,120.000,diskon 20%,aksara
"aku tertarik untuk memiliki buku ""think and grow rich"" karya napoleon hill. harganya biasanya sekitar rp170.000, tetapi saat ini ada promo best deal di gramedia online dengan penawaran beli 2 gratis 1, sehingga bisa mendapatkan",buku,170.000,,gramedia 
"aku ingin membeli produk skincare bayi dari ""baby delight"". merek ini terpercaya dan saat ini ada promo best deal di sociolla dengan harga spesial untuk paket lengkap. harganya murah hanya 170k




",skincare bayi,170k,,sociolla
"aku tertarik dengan rangkaian produk skincare bayi dari ""babyganics"". merek ini menggunakan bahan-bahan alami dan saat ini ada promo best deal di jd.id dengan diskon besar-besaran.harganya murah hanya 90k",skincare bayi,90k,,jd.id
"aku mencari skincare bayi dari merek lokal ""purebaby"". merek ini menawarkan harga yang terjangkau dan saat ini ada promo best deal di blibli dengan potongan harga menarik.harganya murah hanya 240k",skincare bayi,240k,,blibli
"aku ingin mencoba rangkaian produk skincare bayi dari ""cocobee"". merek ini terkenal dengan keamanannya dan saat ini ada promo best deal di lazada dengan harga spesial.250.000",skincare bayi,250.000,,lazada
"aku tertarik dengan produk skincare bayi dari ""baby blossom"". merek ini menggunakan bahan-bahan alami dan saat ini ada promo best deal di bukalapak dengan diskon eksklusif.harganya murah hanya 180.000",skincare bayi,180.000,,bukalapak
"aku mencari skincare bayi dari merek lokal ""kiddos care"". merek ini mengutamakan kelembutan dan saat ini ada promo best deal di tokopedia dengan harga diskon besar. harganya murah hanya 65.000",skincare bayi,65.000,,tokopedia
"aku mencari produk skincare bayi dari merek lokal ""moltocare"". merek ini menawarkan harga terjangkau dan saat ini ada promo best deal di sociolla dengan diskon tambahan.harganya murah hanya 160k",skincare bayi,160k,,sociolla
"aku ingin mencoba produk skincare bayi dari ""cussons baby"". merek ini terpercaya dan saat ini ada promo best deal di jd.id dengan diskon eksklusif.harganya murah hanya 120k",skincare bayi,120k,,
"aku ingin membeli produk skincare bayi dari ""little bloom"". merek ini memiliki formula lembut dan saat ini ada promo best deal di bukalapak dengan penawaran buy 1 get 1.. harganya murah hanya 300.000",skincare bayi,300.000,,bukalapak
"aku ingin mencoba rangkaian skincare bayi dari merek lokal ""naturababy"". harganya terjangkau, dan saat ini ada promo best deal di shopee dengan diskon 20%.harganya murah hanya 125k",skincare bayi,125k,diskon 20%,shopee
"aku ingin membeli serum wajah dari ""sensatia botanicals"" dengan harga net rp200.000. saat ini ada promo best deal di shopee dengan diskon 30%.",serum,200.000,diskon 30%,shopee
"aku tertarik dengan pelembap wajah dari ""rollover reaction"" yang dijual dengan harga net rp150.000. merek ini sedang mengadakan promo best deal di tokopedia dengan harga spesial.",pelembap,150.000,,tokopedia
"aku ingin mencoba masker wajah dari ""marina"" dengan harga net rp50.000. saat ini ada promo best deal di sociolla dengan diskon 40%.",masker ,50,diskon 40%,sociolla
"aku mencari toner wajah dari ""mustika ratu"" dengan harga net rp80.000. merek ini sedang mengadakan promo best deal di lazada dengan potongan harga besar.
",toner,80.000,,lazada
"aku tertarik dengan rangkaian produk perawatan wajah dari ""jafra"" dengan harga net rp500.000. saat ini ada promo best deal di jd.id dengan harga spesial.",perawatan,500.000,,jd.id
"aku ingin membeli facial wash dari ""sariayu"" dengan harga net rp30.000. merek ini sedang mengadakan promo best deal di blibli dengan diskon 30%.",facial wash,30.000,diskon 30%,blibli
"aku mencari peeling gel wajah dari ""emina"" dengan harga net rp70.000. merek ini sedang mengadakan promo best deal di zalora dengan penawaran spesial.",peeling gel,70.000,,zalora
"aku tertarik dengan rangkaian skincare wanita dari ""purbasari"" dengan harga net rp200.000. saat ini ada promo best deal di sociolla dengan potongan harga menarik.",skincare,200.000,,sociolla
"aku ingin mencoba night cream dari ""ristra"" dengan harga net rp120.000. merek ini sedang mengadakan promo best deal di tokopedia dengan harga diskon besar.",night cream,120.000,,tokopedia
"aku mencari sheet mask dari ""y.o.u"" dengan harga net rp20.000. saat ini ada promo best deal di shopee mall dengan penawaran spesial.",sheet mask,20.000,,shopee 
"aku tertarik dengan serum vitamin c dari ""zap"" dengan harga net rp180.000. merek ini sedang mengadakan promo best deal di blibli dengan diskon eksklusif.",serum,180.000,,blibli
"aku ingin membeli facial oil dari ""organic supply co."" dengan harga net rp250.000. saat ini ada promo best deal di sociolla dengan harga spesial.",facial oil,250.000,,sociolla
"aku mencari day cream dari ""hanskin"" dengan harga net rp100.000. merek ini sedang mengadakan promo best deal di jd.id dengan potongan harga menarik.",day cream,100.000,,jd.id
"aku tertarik dengan rangkaian serum dari ""rose all day"" dengan harga net rp350.000. saat ini ada promo best deal di lazada dengan diskon besar-besaran.",serum,350.000,,lazada
"aku ingin membeli exfoliating scrub dari ""avoskin"" dengan harga net rp80.000. merek ini terpercaya dan saat ini ada promo best deal di sociolla dengan harga spesial.",scrub,80.000,,sociolla
"aku ingin membeli panci merek ""kirin"" dengan harga net rp150.000. saat ini ada promo best deal di sociolla dengan diskon 30%.",panci,150.000,diskon 30%,sociolla
"aku mencari wajan anti lengket merek ""maxim"" dengan harga net rp200.000. merek ini sedang mengadakan promo best deal di lazada dengan potongan harga besar.",wajan,200.000,,lazada
"aku ingin membeli dispenser air merek ""quantum"" dengan harga net rp250.000. merek ini sedang mengadakan promo best deal di blibli dengan diskon 40%.",dispenser,250.000,diskon 40%,blibli
"aku tertarik dengan kompor gas merek ""quantum"" dengan harga net rp500.000. saat ini ada promo best deal di sociolla dengan potongan harga menarik.",kompor gas,500.000,,sociolla
"aku ingin membeli ban mobil merek ""achilles"" dengan harga net rp500.000. saat ini ada promo best deal di tokopedia dengan diskon 15%.",ban mobil,500.000,diskon 15%,tokopedia
"aku tertarik dengan oli mobil merek ""federal oil"" yang dijual dengan harga net rp100.000. merek ini sedang mengadakan promo best deal di lazada dengan harga spesial.",oli mobil,100.000,,lazada
"aku mencari wiper mobil merek ""bosch"" dengan harga net rp150.000. merek ini sedang mengadakan promo best deal di blibli dengan potongan harga besar.",wiper mobil,150.000,,blibli
"aku tertarik dengan charger baterai merek ""yuasa"" yang dijual dengan harga net rp300.000. saat ini ada promo best deal di jd.id dengan harga spesial.",charger ,300.000,,jd.id
"aku ingin membeli kaca film mobil merek ""solar gard"" dengan harga net rp500.000. merek ini sedang mengadakan promo best deal di sociolla dengan diskon 30%.
",kaca film mobil,500.000,diskon 30%,sociolla
"aku mencari jok mobil merek ""sparco"" dengan harga net rp1.000.000. merek ini sedang mengadakan promo best deal di zalora dengan penawaran spesial.",jok mobil,1.000.000,,zalora
"aku mencari pelumas rantai motor merek ""motul"" dengan harga net rp150.000. saat ini ada promo best deal di shopee mall dengan penawaran spesial.",rantai motor,150.000,,shopee
"aku mencari kampas rem mobil merek ""brembo"" dengan harga net rp200.000. merek ini sedang mengadakan promo best deal di lazada dengan potongan harga menarik.",rem mobil,200.000,,lazada
"aku ingin membeli buku ""leadership mastery"" dengan harga net rp1.000.000. saat ini ada promo best deal di udemy dengan diskon 50%.",buku,1.000.000,diskon 50%,udemy
"aku ingin membeli buku ""digital marketing fundamentals"" dengan harga net rp800.000. saat ini ada promo best deal di linkedin learning dengan diskon 40%.",buku,800.000,diskon 40%,linkedin learning
"aku tertarik dengan buku ""public speaking essentials"" yang dijual dengan harga net rp500.000. mereka sedang mengadakan promo best deal di bukura dengan harga spesial.",buku,500.000,,bukura
"aku tertarik dengan buku ""negotiation skills masterclass"" dengan harga net rp700.000. saat ini ada promo best deal di udacity dengan harga spesial.",buku,700.000,,udacity
"aku mencari buku ""mindfulness meditation for stress relief"" dengan harga net rp200.000. saat ini ada promo best deal di udemy dengan penawaran spesial.",buku,200.000,,udemy
"aku tertarik dengan buku ""data analysis with python"" dengan harga net rp600.000. saat ini ada promo best deal di bukura dengan potongan harga menarik.",buku,600.000,,bukura
"aku ingin membeli buku ""personal branding mastery"" dengan harga net rp900.000. saat ini ada promo best deal di linkedin learning dengan harga diskon besar.",buku,900.000,,linkedin learning
"aku tertarik dengan buku ""emotional intelligence for success"" dengan harga net rp350.000. saat ini ada promo best deal di udacity dengan diskon eksklusif.",buku,350.000,,udacity
"aku ingin membeli buku ""business strategy and planning"" dengan harga net rp1.200.000. saat ini ada promo best deal di edx dengan harga spesial.",buku,1.200.000,,edx
"aku mencari buku ""introduction to data science"" dengan harga net rp500.000. saat ini ada promo best deal di bukura dengan potongan harga menarik.",buku,500.000,,bukura
"aku ingin membeli buku ""creative writing workshop"" dengan harga net rp400.000. saat ini ada promo best deal di skillshare dengan harga spesial.",buku,400.000,,skillshare
"aku mencari buku ""introduction to artificial intelligence"" dengan harga net rp700.000. saat ini ada promo best deal di udacity dengan potongan harga menarik.",buku,700.000,,udacity
"aku ingin membeli buku ""project management essentials"" dengan harga net rp450.000. saat ini ada promo best deal di edx dengan penawaran spesial.",buku,450.000,,edx
"aku ingin membeli sepatu lari merek ""nike"" dengan harga net rp1.000.000. saat ini ada promo best deal di jd.id dengan diskon 20%.",sepatu,1.000.000,diskon 20%,jd.id
"aku ingin membeli dumbbell merek ""york fitness"" dengan harga net rp300.000. saat ini ada promo best deal di lazada dengan diskon 15%.",dumbbel,300.000,,lazada
"aku tertarik dengan sepeda statis merek ""fitplus"" yang dijual dengan harga net rp1.500.000. saat ini ada promo best deal di blibli dengan harga spesial.",sepeda,1.500.000,,blibli
"aku ingin membeli matras yoga merek ""lululemon"" dengan harga net rp700.000. merek ini sedang mengadakan promo best deal di sociolla dengan diskon 30%.",matras,700.000,,sociolla
"aku mencari bola sepak merek ""adidas"" dengan harga net rp150.000. merek ini sedang mengadakan promo best deal di zalora dengan penawaran spesial.",bola,150.000,,zalora
"aku tertarik dengan sepeda lipat merek ""polygon"" yang dijual dengan harga net rp3.000.000. saat ini ada promo best deal di blibli dengan diskon eksklusif.",sepeda,3.000.000,,blibli
"aku ingin membeli bola voli merek ""mikasa"" dengan harga net rp400.000. saat ini ada promo best deal di sociolla dengan harga spesial.",bola,400.000,,sociolla
"aku tertarik dengan kaos kaki merek ""puma"" yang dijual dengan harga net rp800.000. saat ini ada promo best deal di tokopedia dengan diskon besar-besaran.",kaos kaki,800.000,,tokopedia
"aku ingin membeli printer merek ""hp"" dengan harga net rp1.000.000. saat ini ada promo best deal di tokopedia dengan diskon 20%.",printer,1.000.000, diskon 20%,tokopedia
"aku tertarik dengan meja kerja merek ""ikea"" yang dijual dengan harga net rp500.000. merek ini sedang mengadakan promo best deal di shopee dengan harga spesial.",meja ,500.000,,shopee
"aku ingin membeli komputer merek ""dell"" dengan harga net rp5.000.000. saat ini ada promo best deal di lazada dengan diskon 15%.",komputer,5.000.000,diskon 15%,lazada
"aku tertarik dengan whiteboard merek ""artline"" yang dijual dengan harga net rp200.000. saat ini ada promo best deal di blibli dengan harga spesial.",whiteboard,200.000,,blibli
"aku tertarik dengan lemari arsip merek ""lion"" dengan harga net rp500.000. saat ini ada promo best deal di jd.id dengan potongan harga menarik.",lemari arsip,500.000,,jd.id
"aku ingin membeli kalkulator merek ""casio"" dengan harga net rp100.000. saat ini ada promo best deal di shopee dengan harga diskon besar.",kalkulator,100.000,,shopee
"aku tertarik dengan mesin laminating merek ""gbc"" yang dijual dengan harga net rp300.000. merek ini sedang mengadakan promo best deal di lazada dengan potongan harga besar.",mesin laminating,300.000,,lazada
"aku mencari monitor merek ""lg"" dengan harga net rp1.200.000. merek ini sedang mengadakan promo best deal di blibli dengan potongan harga menarik.",monitor,1.200.000,,blibli
"aku ingin membeli keyboard merek ""logitech"" dengan harga net rp250.000. saat ini ada promo best deal di jd.id dengan harga spesial.",keyboard,250.000,,jd.id
"aku mencari meja rapat merek ""ikea"" dengan harga net rp800.000. merek ini sedang mengadakan promo best deal di blibli dengan potongan harga menarik.",meja ,800.000,,blibli
"aku ingin membeli baju merek ""zara"" dengan harga net rp300.000. saat ini ada promo best deal di zalora dengan diskon 30%.",baju,300.000,diskon 30%,zalora
"aku tertarik dengan dress merek ""h&m"" yang dijual dengan harga net rp400.000. merek ini sedang mengadakan promo best deal di shopee dengan harga spesial.",dress,400.000,,shopee
"aku mencari kaos polos merek ""uniqlo"" dengan harga net rp150.000. merek ini sedang mengadakan promo best deal di tokopedia dengan harga diskon besar.",kaos,150.000,,tokopedia
"aku tertarik dengan rok merek ""mango"" yang dijual dengan harga net rp500.000. saat ini ada promo best deal di zara dengan harga spesial.",rok,500.000,,zara
"aku mencari baju tidur merek ""victoria's secret"" dengan harga net rp200.000. merek ini sedang mengadakan promo best deal di lazada dengan penawaran spesial.",baju,200.000,,lazada
"aku mencari dress formal merek ""calvin klein"" dengan harga net rp800.000. merek ini sedang mengadakan promo best deal di tokopedia dengan harga spesial.",dress,800.000,,tokopedia
"aku ingin membeli celana panjang merek ""pull&bear"" dengan harga net rp250.000. saat ini ada promo best deal di shopee dengan diskon 50%.",celana,250.000,diskon 50%,shopee
"aku ingin membeli baju anak merek ""carter's"" dengan harga net rp150.000. saat ini ada promo best deal di zalora dengan diskon 30%.",baju,150.000,diskon 30%,zalora
"aku tertarik dengan dress anak merek ""gap"" yang dijual dengan harga net rp250.000. merek ini sedang mengadakan promo best deal di shopee dengan harga spesial.",dress,250.000,,shopee
"aku mencari kaos anak merek ""zara"" dengan harga net rp100.000. merek ini sedang mengadakan promo best deal di tokopedia dengan harga diskon besar.",kaos,100.000,,zara
"aku ingin membeli sweater merek ""disney"" dengan harga net rp150.000. merek ini sedang mengadakan promo best deal di shopee dengan potongan harga menarik.",sweater,150.000,,shopee
"aku mencari baju tidur anak merek ""cotton on kids"" dengan harga net rp80.000. merek ini sedang mengadakan promo best deal di lazada dengan penawaran spesial.",baju,80.000,,lazada
"aku mencari dress anak merek ""carter's"" dengan harga net rp200.000. merek ini sedang mengadakan promo best deal di tokopedia dengan harga spesial.",dress,200.000,,tokopedia
"aku ingin membeli kaos lengan panjang anak merek ""h&m"" dengan harga net rp100.000. saat ini ada promo best deal di shopee dengan diskon 50%.",kaos,100.000,diskon 50%,shopee
"aku tertarik dengan dress anak merek ""libby"" yang dijual dengan harga net rp180.000. merek ini sedang mengadakan promo best deal di shopee dengan harga spesial.

",dress anak,180.000,,shopee
"aku ingin membeli celana jeans anak merek ""anakara"" dengan harga net rp150.000. saat ini ada promo best deal di blibli dengan potongan harga besar.
",celana jeans anak,150.000,,blibli
"aku tertarik dengan rok anak merek ""little ayla"" yang dijual dengan harga net rp130.000. saat ini ada promo best deal di shopee dengan diskon besar-besaran.",rok anak,130.000,,shopee
"aku ingin membeli sweater anak merek ""tiny dream"" dengan harga net rp100.000. saat ini ada promo best deal di tokopedia dengan penawaran spesial.",sweater anak,100.000,,tokopedia
"aku tertarik dengan jaket anak merek ""little bobo"" yang dijual dengan harga net rp200.000. saat ini ada promo best deal di blibli dengan harga spesial.",jaket anak,200.000,,blibli
"aku mencari buku mewarnai anak merek ""colorful kids"" dengan harga net rp30.000. merek ini sedang mengadakan promo best deal di jd.id dengan harga spesial.",buku mewarnai,30.000,,jd.id
"aku ingin membeli buku sains anak merek ""young scientists"" dengan harga net rp65.000. saat ini ada promo best deal di lazada dengan penawaran spesial.",buku sains,65.000,,lazada
