Text,Product_Name,Promotion_Type,Marketplace_Name
aku ingin membeli baju olahraga yang nyaman dan stylish. aku memilih sportswear merk adidas di zalora dengan harga rp600.000.,baju,,zalora
aku ingin membeli jaket motor yang stylish dan berkualitas. aku menemukan jaket motor merk alpinestars di toko sepeda motor terdekat dengan harga rp1.500.000. jaket ini akan membuat tampilan motorriding-ku lebih keren.,jaket,,toko sepeda
aku mencari sarung tangan berkendara yang tahan air dan tahan angin. aku menemukan sarung tangan merk racer di toko perlengkapan motor online dengan harga rp500.000. ,sarung tangan,,toko perlengkapan motor
aku ingin membeli helm berkendara yang aman dan stylish. aku menemukan helm merk shoei di dealer helm motor terdekat dengan harga rp3.000.000. ,helm,,dealer helm motor
aku mencari sepatu motor yang nyaman dan anti-slip. aku menemukan sepatu motor merk tcx di toko perlengkapan motor online dengan harga rp1.200.000.,sepatu,,toko perlengkapan motor
aku ingin memiliki celana motor yang fashionable dan tahan lama. aku menemukan celana motor merk dainese di toko perlengkapan motor terdekat dengan harga rp2.000.000. ,celana motor,,toko perlengkapan motor
aku ingin membeli kacamata riding yang stylish dan melindungi mata dari debu dan sinar uv. aku menemukan kacamata riding merk oakley di toko perlengkapan motor terdekat dengan harga rp2.500.000. ,kacamata,,toko perlengkapan motor
aku mencari kaos berkendara yang breathable dan anti-keringat. aku menemukan kaos berkendara merk rev'it di toko perlengkapan motor online dengan harga rp500.000. ,kaos,,toko perlengkapan motor
aku ingin membeli jaket hujan yang tahan air dan mudah dibawa. aku menemukan jaket hujan merk dainese di toko perlengkapan motor terdekat dengan harga rp800.000. ,jaket,,toko perlengkapan motor
aku mencari sarung tangan motor dengan teknologi touchscreen yang memudahkan penggunaan smartphone saat berkendara. aku menemukan sarung tangan merk held di toko perlengkapan motor online dengan harga rp600.000 dan juga ada harga promo potongan 20%,sarung tangan,potongan 20%,toko perlengkapan motor
aku ingin membeli jam tangan mewah untuk tampilan yang elegan. aku menemukan jam tangan merk michael kors dengan harga rp2.500.000 di toko perhiasan terkemuka. ada promo best deal dengan diskon 30% yang membuat harga menjadi rp1.750.000.,jam tangan,diskon 30%,toko perhiasan
"aku mencari tas selempang yang trendi dan fungsional. aku menemukan tas selempang merk coach dengan harga rp1.800.000 di toko fashion terkenal. ada promo best deal dengan beli 1 gratis 1, jadi aku mendapatkan dua tas dengan harga tersebut.",tas,,toko 
"aku ingin memiliki anting-anting berlian yang mewah dan memikat perhatian. aku menemukan anting-anting merk tiffany & co. dengan harga rp5.000.000 di butik perhiasan eksklusif. saat ini ada promo best deal dengan diskon 20%, sehingga harganya menjadi rp4.000.000.",anting-anting,diskon 20%,butik 
"aku mencari kalung berliontin yang cantik dan elegan. aku menemukan kalung merk pandora dengan harga rp1.200.000 di toko perhiasan terkenal. saat ini ada promo best deal dengan diskon tambahan 10%, membuat harga menjadi rp1.080.000.",kalung,diskon tambahan 10%,toko perhiasan
aku ingin membeli kacamata hitam yang stylish dan melindungi mata dari sinar uv. aku menemukan kacamata merk ray-ban dengan harga rp1.500.000 di toko fashion ternama. ada promo best deal dengan potongan harga 20% hanya untuk hari ini.,kacamata,potongan harga 20%,toko 
"aku mencari gelang emas yang simple namun elegan. aku menemukan gelang merk swarovski dengan harga rp800.000 di butik perhiasan terkenal. ada promo best deal dengan pembelian minimal rp1.000.000, aku mendapatkan diskon 30% untuk semua produk perhiasan.",gelang,diskon 30%,butik perhiasan
"aku ingin membeli topi dengan desain unik dan kekinian. aku menemukan topi merk brixton dengan harga rp500.000 di toko fashion streetwear. ada promo best deal dengan beli dua gratis satu, jadi aku mendapatkan tiga topi dengan harga tersebut.",topi,,toko fashion
"aku mencari ikat pinggang kulit asli yang tahan lama dan bergaya. aku menemukan ikat pinggang merk gucci dengan harga rp2.000.000 di butik desainer terkenal. saat ini ada promo best deal dengan diskon 40% untuk koleksi aksesoris, termasuk ikat pinggang ini.",ikat pinggang,diskon 40%,butik desainer 
aku mencari set panci yang berkualitas dan tahan lama. aku menemukan set panci merk tefal dengan harga rp900.000 di toko peralatan dapur terkenal. ada promo best deal dengan potongan harga tambahan sebesar rp100.000.,set panci,,toko peralatan dapur
aku ingin memiliki rice cooker yang praktis dan hemat energi. aku menemukan rice cooker merk panasonic dengan harga rp500.000 di toko elektronik online. saat ini ada promo best deal dengan cashback 10% jika menggunakan kartu kredit tertentu.,rice cooker,cashback 10%,toko elektronik
aku mencari mesin cuci yang efisien dan ramah lingkungan. aku menemukan mesin cuci merk lg dengan harga rp3.000.000 di toko elektronik terpercaya. ada promo best deal dengan gratis pengiriman ke seluruh wilayah.,mesin cuci,,toko elektronik
aku ingin membeli set pisau dapur yang tajam dan nyaman digunakan. aku menemukan set pisau dapur merk zwilling j.a. henckels dengan harga rp1.500.000 di toko peralatan dapur ternama. saat ini ada promo best deal dengan diskon 15% untuk pembelian online.,set pisau,diskon 15%,toko peralatan dapur
aku mencari set perkakas dapur stainless steel yang awet dan mudah dibersihkan. aku menemukan set perkakas dapur merk kitchenaid dengan harga rp800.000 di toko peralatan dapur online. ada promo best deal dengan tambahan bonus spatula dan sendok sayur.,set perkakas,,toko peralatan dapur
aku mencari vacuum cleaner yang efektif dan hemat energi. aku menemukan vacuum cleaner merk dyson dengan harga rp5.000.000 di toko elektronik premium. ada promo best deal dengan gratis tambahan aksesoris dan garansi tambahan.,vacuum,,toko elektronik
aku ingin membeli set alat baking yang lengkap dan berkualitas. aku menemukan set alat baking merk wilton dengan harga rp700.000 di toko peralatan dapur online. saat ini ada promo best deal dengan diskon 10% untuk pembelian pertama kali.,set alat baking,diskon 10%,toko peralatan dapur
aku mencari blender portable yang praktis untuk membuat jus segar. aku menemukan blender portable merk blendjet dengan harga rp300.000 di toko elektronik online. ada promo best deal dengan diskon tambahan rp50.000 untuk pembelian dua unit.,blender,,toko elektronik
aku ingin memiliki toaster yang cepat dan memiliki fitur defrost. aku menemukan toaster merk russell hobbs dengan harga rp400.000 di toko peralatan dapur terdekat. ada promo best deal dengan cashback 20% untuk setiap pembelian di atas rp300.000.,toaster,cashback 20%,toko peralatan dapur
aku ingin memiliki set alat kebersihan rumah yang lengkap dan berkualitas. aku menemukan set alat kebersihan rumah merk vileda dengan harga rp350.000 di toko peralatan rumah terkenal. ada promo best deal dengan tambahan bonus lap mikrofiber.,set alat kebersihan,,toko peralatan rumah
"aku tertarik untuk membeli buku pengembangan diri ""mindset: the new psychology of success"" karya carol s. dweck. harganya berkisar antara rp150.000 - rp200.000 di toko buku gramedia. saat ini ada promo best deal dengan diskon 20% untuk anggota gramedia rewards.",buku,diskon 20%,gramedia
"aku ingin memiliki buku ""atomic habits: an easy & proven way to build good habits & break bad ones"" karya james clear. harganya sekitar rp250.000 - rp300.000 di toko buku kinokuniya. ada promo best deal dengan potongan harga tambahan sebesar rp50.000 jika membeli online melalui situs resmi kinokuniya.",buku,,kinokuniya
"aku mencari buku ""the power of now: a guide to spiritual enlightenment"" karya eckhart tolle. harganya sekitar rp200.000 - rp250.000 di toko buku periplus. saat ini ada promo best deal dengan diskon 15% untuk semua buku kategori pengembangan diri.",buku,diskon 15%,periplus
"aku tertarik untuk membeli buku ""the subtle art of not giving a f*ck: a counterintuitive approach to living a good life"" karya mark manson. harganya berkisar antara rp90.000 di toko buku books & beyond. ada promo best deal dengan cashback 10% jika menggunakan aplikasi books & beyond.",buku,cashback 10%,books & beyond
"aku ingin memiliki buku ""the 7 habits of highly effective people: powerful lessons in personal change"" karya stephen r. covey.saat ini ada promo best deal dengan diskon 20% untuk pembelian di atas rp200.000. ",buku,diskon 20%,
"aku ingin memiliki buku ""rich dad poor dad"" karya robert t. kiyosaki. harganya biasanya sekitar rp150.000, tetapi saat ini ada promo best deal di bukalapak dengan harga diskon hanya rp100.000.",buku,,
"aku tertarik untuk memiliki buku ""start with why"" karya simon sinek. harganya biasanya sekitar rp280.000, tetapi saat ini ada promo best deal di gunung agung dengan diskon 30%, sehingga bisa dibeli dengan harga rp196.000.",buku,diskon 30%,gunung agung
"aku mencari buku ""dare to lead"" karya brené brown. harganya sekitar rp200.000, tetapi saat ini ada promo best deal di bukukita dengan potongan harga 50%, sehingga bisa didapatkan dengan harga rp100.000.
",buku,potongan harga 50%,bukukita
"aku ingin membeli buku ""the alchemist"" karya paulo coelho. harganya biasanya sekitar rp120.000, tetapi saat ini ada promo best deal di aksara dengan diskon 20%, sehingga bisa dibeli dengan harga rp96.000.",buku,diskon 20%,aksara
"aku tertarik untuk memiliki buku ""think and grow rich"" karya napoleon hill. harganya biasanya sekitar rp170.000, tetapi saat ini ada promo best deal di gramedia online dengan penawaran beli 2 gratis 1, sehingga bisa mendapatkan",buku,,gramedia 
"aku ingin membeli produk skincare bayi dari ""baby delight"". merek ini terpercaya dan saat ini ada promo best deal di sociolla dengan harga spesial untuk paket lengkap. harganya murah hanya 170k




",skincare bayi,,sociolla
"aku tertarik dengan rangkaian produk skincare bayi dari ""babyganics"". merek ini menggunakan bahan-bahan alami dan saat ini ada promo best deal di jd.id dengan diskon besar-besaran.harganya murah hanya 90k",skincare bayi,,jd.id
"aku mencari skincare bayi dari merek lokal ""purebaby"". merek ini menawarkan harga yang terjangkau dan saat ini ada promo best deal di blibli dengan potongan harga menarik.harganya murah hanya 240k",skincare bayi,,blibli
"aku ingin mencoba rangkaian produk skincare bayi dari ""cocobee"". merek ini terkenal dengan keamanannya dan saat ini ada promo best deal di lazada dengan harga spesial.250.000",skincare bayi,,lazada
"aku tertarik dengan produk skincare bayi dari ""baby blossom"". merek ini menggunakan bahan-bahan alami dan saat ini ada promo best deal di bukalapak dengan diskon eksklusif.harganya murah hanya 180.000",skincare bayi,,bukalapak
"aku mencari skincare bayi dari merek lokal ""kiddos care"". merek ini mengutamakan kelembutan dan saat ini ada promo best deal di tokopedia dengan harga diskon besar. harganya murah hanya 65.000",skincare bayi,,tokopedia
"aku mencari produk skincare bayi dari merek lokal ""moltocare"". merek ini menawarkan harga terjangkau dan saat ini ada promo best deal di sociolla dengan diskon tambahan.harganya murah hanya 160k",skincare bayi,,sociolla
"aku ingin mencoba produk skincare bayi dari ""cussons baby"". merek ini terpercaya dan saat ini ada promo best deal di jd.id dengan diskon eksklusif.harganya murah hanya 120k",skincare bayi,,
"aku ingin membeli produk skincare bayi dari ""little bloom"". merek ini memiliki formula lembut dan saat ini ada promo best deal di bukalapak dengan penawaran buy 1 get 1.. harganya murah hanya 300.000",skincare bayi,,bukalapak
"aku ingin mencoba rangkaian skincare bayi dari merek lokal ""naturababy"". harganya terjangkau, dan saat ini ada promo best deal di shopee dengan diskon 20%.harganya murah hanya 125k",skincare bayi,diskon 20%,shopee
"aku ingin membeli serum wajah dari ""sensatia botanicals"" dengan harga net rp200.000. saat ini ada promo best deal di shopee dengan diskon 30%.",serum,diskon 30%,shopee
"aku tertarik dengan pelembap wajah dari ""rollover reaction"" yang dijual dengan harga net rp150.000. merek ini sedang mengadakan promo best deal di tokopedia dengan harga spesial.",pelembap,,tokopedia
"aku ingin mencoba masker wajah dari ""marina"" dengan harga net rp50.000. saat ini ada promo best deal di sociolla dengan diskon 40%.",masker ,diskon 40%,sociolla
"aku mencari toner wajah dari ""mustika ratu"" dengan harga net rp80.000. merek ini sedang mengadakan promo best deal di lazada dengan potongan harga besar.
",toner,,lazada
"aku tertarik dengan rangkaian produk perawatan wajah dari ""jafra"" dengan harga net rp500.000. saat ini ada promo best deal di jd.id dengan harga spesial.",perawatan,,jd.id
"aku ingin membeli facial wash dari ""sariayu"" dengan harga net rp30.000. merek ini sedang mengadakan promo best deal di blibli dengan diskon 30%.",facial wash,diskon 30%,blibli
"aku mencari peeling gel wajah dari ""emina"" dengan harga net rp70.000. merek ini sedang mengadakan promo best deal di zalora dengan penawaran spesial.",peeling gel,,zalora
"aku tertarik dengan rangkaian skincare wanita dari ""purbasari"" dengan harga net rp200.000. saat ini ada promo best deal di sociolla dengan potongan harga menarik.",skincare,,sociolla
"aku ingin mencoba night cream dari ""ristra"" dengan harga net rp120.000. merek ini sedang mengadakan promo best deal di tokopedia dengan harga diskon besar.",night cream,,tokopedia
"aku mencari sheet mask dari ""y.o.u"" dengan harga net rp20.000. saat ini ada promo best deal di shopee mall dengan penawaran spesial.",sheet mask,,shopee 
"aku tertarik dengan serum vitamin c dari ""zap"" dengan harga net rp180.000. merek ini sedang mengadakan promo best deal di blibli dengan diskon eksklusif.",serum,,blibli
"aku ingin membeli facial oil dari ""organic supply co."" dengan harga net rp250.000. saat ini ada promo best deal di sociolla dengan harga spesial.",facial oil,,sociolla
"aku mencari day cream dari ""hanskin"" dengan harga net rp100.000. merek ini sedang mengadakan promo best deal di jd.id dengan potongan harga menarik.",day cream,,jd.id
"aku tertarik dengan rangkaian serum dari ""rose all day"" dengan harga net rp350.000. saat ini ada promo best deal di lazada dengan diskon besar-besaran.",serum,,lazada
"aku ingin membeli exfoliating scrub dari ""avoskin"" dengan harga net rp80.000. merek ini terpercaya dan saat ini ada promo best deal di sociolla dengan harga spesial.",scrub,,sociolla
"aku ingin membeli panci merek ""kirin"" dengan harga net rp150.000. saat ini ada promo best deal di sociolla dengan diskon 30%.",panci,diskon 30%,sociolla
"aku mencari wajan anti lengket merek ""maxim"" dengan harga net rp200.000. merek ini sedang mengadakan promo best deal di lazada dengan potongan harga besar.",wajan,,lazada
"aku ingin membeli dispenser air merek ""quantum"" dengan harga net rp250.000. merek ini sedang mengadakan promo best deal di blibli dengan diskon 40%.",dispenser,diskon 40%,blibli
"aku tertarik dengan kompor gas merek ""quantum"" dengan harga net rp500.000. saat ini ada promo best deal di sociolla dengan potongan harga menarik.",kompor gas,,sociolla
"aku ingin membeli ban mobil merek ""achilles"" dengan harga net rp500.000. saat ini ada promo best deal di tokopedia dengan diskon 15%.",ban mobil,diskon 15%,tokopedia
"aku tertarik dengan oli mobil merek ""federal oil"" yang dijual dengan harga net rp100.000. merek ini sedang mengadakan promo best deal di lazada dengan harga spesial.",oli mobil,,lazada
"aku mencari wiper mobil merek ""bosch"" dengan harga net rp150.000. merek ini sedang mengadakan promo best deal di blibli dengan potongan harga besar.",wiper mobil,,blibli
"aku tertarik dengan charger baterai merek ""yuasa"" yang dijual dengan harga net rp300.000. saat ini ada promo best deal di jd.id dengan harga spesial.",charger ,,jd.id
"aku ingin membeli kaca film mobil merek ""solar gard"" dengan harga net rp500.000. merek ini sedang mengadakan promo best deal di sociolla dengan diskon 30%.
",kaca film mobil,diskon 30%,sociolla
"aku mencari jok mobil merek ""sparco"" dengan harga net rp1.000.000. merek ini sedang mengadakan promo best deal di zalora dengan penawaran spesial.",jok mobil,,zalora
"aku mencari pelumas rantai motor merek ""motul"" dengan harga net rp150.000. saat ini ada promo best deal di shopee mall dengan penawaran spesial.",rantai motor,,shopee
"aku mencari kampas rem mobil merek ""brembo"" dengan harga net rp200.000. merek ini sedang mengadakan promo best deal di lazada dengan potongan harga menarik.",rem mobil,,lazada
"aku ingin membeli buku ""leadership mastery"" dengan harga net rp1.000.000. saat ini ada promo best deal di udemy dengan diskon 50%.",buku,diskon 50%,udemy
"aku ingin membeli buku ""digital marketing fundamentals"" dengan harga net rp800.000. saat ini ada promo best deal di linkedin learning dengan diskon 40%.",buku,diskon 40%,linkedin learning
"aku tertarik dengan buku ""public speaking essentials"" yang dijual dengan harga net rp500.000. mereka sedang mengadakan promo best deal di bukura dengan harga spesial.",buku,,bukura
"aku tertarik dengan buku ""negotiation skills masterclass"" dengan harga net rp700.000. saat ini ada promo best deal di udacity dengan harga spesial.",buku,,udacity
"aku mencari buku ""mindfulness meditation for stress relief"" dengan harga net rp200.000. saat ini ada promo best deal di udemy dengan penawaran spesial.",buku,,udemy
"aku tertarik dengan buku ""data analysis with python"" dengan harga net rp600.000. saat ini ada promo best deal di bukura dengan potongan harga menarik.",buku,,bukura
"aku ingin membeli buku ""personal branding mastery"" dengan harga net rp900.000. saat ini ada promo best deal di linkedin learning dengan harga diskon besar.",buku,,linkedin learning
"aku tertarik dengan buku ""emotional intelligence for success"" dengan harga net rp350.000. saat ini ada promo best deal di udacity dengan diskon eksklusif.",buku,,udacity
"aku ingin membeli buku ""business strategy and planning"" dengan harga net rp1.200.000. saat ini ada promo best deal di edx dengan harga spesial.",buku,,edx
"aku mencari buku ""introduction to data science"" dengan harga net rp500.000. saat ini ada promo best deal di bukura dengan potongan harga menarik.",buku,,bukura
"aku ingin membeli buku ""creative writing workshop"" dengan harga net rp400.000. saat ini ada promo best deal di skillshare dengan harga spesial.",buku,,skillshare
"aku mencari buku ""introduction to artificial intelligence"" dengan harga net rp700.000. saat ini ada promo best deal di udacity dengan potongan harga menarik.",buku,,udacity
"aku ingin membeli buku ""project management essentials"" dengan harga net rp450.000. saat ini ada promo best deal di edx dengan penawaran spesial.",buku,,edx
"aku ingin membeli sepatu lari merek ""nike"" dengan harga net rp1.000.000. saat ini ada promo best deal di jd.id dengan diskon 20%.",sepatu,diskon 20%,jd.id
"aku ingin membeli dumbbell merek ""york fitness"" dengan harga net rp300.000. saat ini ada promo best deal di lazada dengan diskon 15%.",dumbbel,,lazada
"aku tertarik dengan sepeda statis merek ""fitplus"" yang dijual dengan harga net rp1.500.000. saat ini ada promo best deal di blibli dengan harga spesial.",sepeda,,blibli
"aku ingin membeli matras yoga merek ""lululemon"" dengan harga net rp700.000. merek ini sedang mengadakan promo best deal di sociolla dengan diskon 30%.",matras,,sociolla
"aku mencari bola sepak merek ""adidas"" dengan harga net rp150.000. merek ini sedang mengadakan promo best deal di zalora dengan penawaran spesial.",bola,,zalora
"aku tertarik dengan sepeda lipat merek ""polygon"" yang dijual dengan harga net rp3.000.000. saat ini ada promo best deal di blibli dengan diskon eksklusif.",sepeda,,blibli
"aku ingin membeli bola voli merek ""mikasa"" dengan harga net rp400.000. saat ini ada promo best deal di sociolla dengan harga spesial.",bola,,sociolla
"aku tertarik dengan kaos kaki merek ""puma"" yang dijual dengan harga net rp800.000. saat ini ada promo best deal di tokopedia dengan diskon besar-besaran.",kaos kaki,,tokopedia
"aku ingin membeli printer merek ""hp"" dengan harga net rp1.000.000. saat ini ada promo best deal di tokopedia dengan diskon 20%.",printer, diskon 20%,tokopedia
"aku tertarik dengan meja kerja merek ""ikea"" yang dijual dengan harga net rp500.000. merek ini sedang mengadakan promo best deal di shopee dengan harga spesial.",meja ,,shopee
"aku ingin membeli komputer merek ""dell"" dengan harga net rp5.000.000. saat ini ada promo best deal di lazada dengan diskon 15%.",komputer,diskon 15%,lazada
"aku tertarik dengan whiteboard merek ""artline"" yang dijual dengan harga net rp200.000. saat ini ada promo best deal di blibli dengan harga spesial.",whiteboard,,blibli
"aku tertarik dengan lemari arsip merek ""lion"" dengan harga net rp500.000. saat ini ada promo best deal di jd.id dengan potongan harga menarik.",lemari arsip,,jd.id
"aku ingin membeli kalkulator merek ""casio"" dengan harga net rp100.000. saat ini ada promo best deal di shopee dengan harga diskon besar.",kalkulator,,shopee
"aku tertarik dengan mesin laminating merek ""gbc"" yang dijual dengan harga net rp300.000. merek ini sedang mengadakan promo best deal di lazada dengan potongan harga besar.",mesin laminating,,lazada
"aku mencari monitor merek ""lg"" dengan harga net rp1.200.000. merek ini sedang mengadakan promo best deal di blibli dengan potongan harga menarik.",monitor,,blibli
"aku ingin membeli keyboard merek ""logitech"" dengan harga net rp250.000. saat ini ada promo best deal di jd.id dengan harga spesial.",keyboard,,jd.id
"aku mencari meja rapat merek ""ikea"" dengan harga net rp800.000. merek ini sedang mengadakan promo best deal di blibli dengan potongan harga menarik.",meja ,,blibli
"aku ingin membeli baju merek ""zara"" dengan harga net rp300.000. saat ini ada promo best deal di zalora dengan diskon 30%.",baju,diskon 30%,zalora
"aku tertarik dengan dress merek ""h&m"" yang dijual dengan harga net rp400.000. merek ini sedang mengadakan promo best deal di shopee dengan harga spesial.",dress,,shopee
"aku mencari kaos polos merek ""uniqlo"" dengan harga net rp150.000. merek ini sedang mengadakan promo best deal di tokopedia dengan harga diskon besar.",kaos,,tokopedia
"aku tertarik dengan rok merek ""mango"" yang dijual dengan harga net rp500.000. saat ini ada promo best deal di zara dengan harga spesial.",rok,,zara
"aku mencari baju tidur merek ""victoria's secret"" dengan harga net rp200.000. merek ini sedang mengadakan promo best deal di lazada dengan penawaran spesial.",baju,,lazada
"aku mencari dress formal merek ""calvin klein"" dengan harga net rp800.000. merek ini sedang mengadakan promo best deal di tokopedia dengan harga spesial.",dress,,tokopedia
"aku ingin membeli celana panjang merek ""pull&bear"" dengan harga net rp250.000. saat ini ada promo best deal di shopee dengan diskon 50%.",celana,diskon 50%,shopee
"aku ingin membeli baju anak merek ""carter's"" dengan harga net rp150.000. saat ini ada promo best deal di zalora dengan diskon 30%.",baju,diskon 30%,zalora
"aku tertarik dengan dress anak merek ""gap"" yang dijual dengan harga net rp250.000. merek ini sedang mengadakan promo best deal di shopee dengan harga spesial.",dress,,shopee
"aku mencari kaos anak merek ""zara"" dengan harga net rp100.000. merek ini sedang mengadakan promo best deal di tokopedia dengan harga diskon besar.",kaos,,zara
"aku ingin membeli sweater merek ""disney"" dengan harga net rp150.000. merek ini sedang mengadakan promo best deal di shopee dengan potongan harga menarik.",sweater,,shopee
"aku mencari baju tidur anak merek ""cotton on kids"" dengan harga net rp80.000. merek ini sedang mengadakan promo best deal di lazada dengan penawaran spesial.",baju,,lazada
"aku mencari dress anak merek ""carter's"" dengan harga net rp200.000. merek ini sedang mengadakan promo best deal di tokopedia dengan harga spesial.",dress,,tokopedia
"aku ingin membeli kaos lengan panjang anak merek ""h&m"" dengan harga net rp100.000. saat ini ada promo best deal di shopee dengan diskon 50%.",kaos,diskon 50%,shopee
"aku tertarik dengan dress anak merek ""libby"" yang dijual dengan harga net rp180.000. merek ini sedang mengadakan promo best deal di shopee dengan harga spesial.

",dress anak,,shopee
"aku ingin membeli celana jeans anak merek ""anakara"" dengan harga net rp150.000. saat ini ada promo best deal di blibli dengan potongan harga besar.
",celana jeans anak,,blibli
"aku tertarik dengan rok anak merek ""little ayla"" yang dijual dengan harga net rp130.000. saat ini ada promo best deal di shopee dengan diskon besar-besaran.",rok anak,,shopee
"aku ingin membeli sweater anak merek ""tiny dream"" dengan harga net rp100.000. saat ini ada promo best deal di tokopedia dengan penawaran spesial.",sweater anak,,tokopedia
"aku tertarik dengan jaket anak merek ""little bobo"" yang dijual dengan harga net rp200.000. saat ini ada promo best deal di blibli dengan harga spesial.",jaket anak,,blibli
"aku mencari buku mewarnai anak merek ""colorful kids"" dengan harga net rp30.000. merek ini sedang mengadakan promo best deal di jd.id dengan harga spesial.",buku mewarnai,,jd.id
"aku ingin membeli buku sains anak merek ""young scientists"" dengan harga net rp65.000. saat ini ada promo best deal di lazada dengan penawaran spesial.",buku sains,,lazada
"aku tertarik dengan buku kisah tokoh inspiratif anak merek ""little heroes"" yang dijual dengan harga net rp70.000. saat ini ada promo best deal di blibli dengan harga spesial.",buku kisah,,blibli
ingin membeli buku laut bercerita yang berharga 109 ribu rupiah di facebook,buku,,
beli action figure anime dengan harga 720.000 ribu rupiah di toko kyou,figure,,kyou
mau beli burger dengan total harga 82.000 ribu ditambah diskon 20% ,burger,20%,
pompa galon usb electric dengan harga 10.000 ,pompa,,
kasur ex hotel dan tarikan hotel harga mulai 275.000,kasur,,
smartphone iphone 128 gb ex ibox dijual 3.200.000 di facebook,smartphone,,facebook
ban motor copotan sepasang rp. 150.000 di facebook,ban motor,,facebook
smartphone iphone 13 pro 128gb sierrablue ibox rp. 4.480.000 di facebook marketplace,smartphone,,facebook
laptop macbook pro 2016 touchbar 8/256gb rp. 6.650.000,laptop,,
"rp12,500,000 fullset komputer pc gaming/editing rtx 3060 ryzen 5600g diskon 20% di facebook",komputer,20%,facebook
apakah untung membeli motor vario cbs 2010 rp. 6.500.000 di facebook,motor,,facebook
apakah untung membeli smartphone iphone seharga rp. 5.400.000 di facebook marketplace,smartphone,,facebook
"smartphone terbaru rp 5.000.000 an, tergantung merek dan spesifikasinya ada di facebook marketplace",smartphone,,facebook
laptop gaming harga rp 7.000.000 an di facebook marketplace,laptop,,facebook
mau beli action cam camera digital 4k wifi dual screen bcare x-5 hitam harga nya berapa ya di tokopedia?,camera,,tokopedia
apakah worth membeli olympus tough tg6 digital camera waterproof tg 6 underwater kamera dengan harga rp8.199.000 sehabis diskon 16% di tokopedia?,camera,16%,tokopedia
apakah worth membeli borescope endoscope camera inspection digital screen hd pixel ip67 di tokopedia?,camera,,tokopedia
harga tripod 1m / stabilezer camera dslr digital dan handphone berapa di tokopedia ?,camera,,tokopedia
apaka membeli canon eos m50 mirrorless digital camera with lens 15-45mm - black - m50 body worth di tokopedia?,camera,,tokopedia
saya ingin membeli canon eos m50 mark ii kit 15-45 mirrorless digital camera di tokopedia,camera,,tokopedia
mau beli smartphone dengan harga rp3.000.000 di tokopedia,smartphone,,tokopedia
mau beli laptop gaming dengan harga sekitar rp10.000.000 di tokopedia.,laptop,,tokopedia
mau beli kamera mirrorless dengan harga sekitar rp7.000.000 di tokopedia.,kamera,,tokopedia
mau beli televisi led dengan harga sekitar rp5.000.000 di tokopedia.,televisi,,tokopedia
mau beli headphone wireless dengan harga sekitar rp1.500.000 di tokopedia.,headphone,,tokopedia
mau beli smartwatch dengan harga sekitar rp2.500.000 di tokopedia.,smartwatch,,tokopedia
mau beli printer all-in-one dengan harga sekitar rp800.000 di tokopedia,printer,,tokopedia
mau beli earphone noise-cancelling dengan harga sekitar rp500.000 di facebook,earphone,,facebook
mau beli speaker bluetooth dengan harga sekitar rp1.200.000 di tokopedia.,speaker,,tokopedia
mau beli hard disk eksternal dengan harga sekitar rp1.000.000 di tokopedia,hard disk,,tokopedia
"aku lagi kepengen banget beli smartphone  sobat facebook yang harganya sekitar rp5.000.000, biar bisa stay connected dengan gaya yang stylish!",smartphone,,facebook
"wah, hatiku tergoda buat beli laptop gaming yang harganya sekitar rp10.000.000 ada yang jual segitu di facebook marketplace",laptop,,facebook
kamu tahu nggak? aku tuh sedang kebelet pengen punya kamera mirrorless yang berharga sekitar rp7.000.000 ada yang jual di facebook marketplace segituan.,kamera,,facebook
"kalau boleh jujur, aku tuh pengen banget punya televisi led yang harganya sekitar rp5.000.000.baru ngeliat ada yang jual di facebook marketplace.",televisi,,facebook
"aku lagi mikir-mikir mau beli earphone wireless yang harganya sekitar rp1.500.000, biar bisa menikmati musik tanpa kabel yang menggangu gerakanku!",earphone,,
"coba deh bayangkan sobat facebook, aku pengen banget punya jam tangan tag heuer yang harganya mahal biar bisa diflex ke orang-orang kalau aku udh sukses",jam tangan,,facebook
"nggak bisa dipungkiri, aku sedang berpikir serius untuk membeli printer all-in-one yang harganya sekitar rp800.000 di facebook marketplace",printer,,facebook
"sedang mencari pengalaman baru, aku tertarik untuk membeli kamera aksi dengan harga sekitar rp3.000.000 di facebook marketplacemau merekam petualangan hidupku dan membagikannya kepada dunia!",kamera,,facebook
aku mau melengkapi setup musikku dengan speaker bluetooth yang harganya sekitar rp1.200.000biar bisa menghidupkan suasana dengan irama dan bass yang menggelegar!,speaker,,
"sebagai seorang fotografer amatir, aku merasa tertarik membeli tripod yang harganya sekitar rp1.000.000biar bisa menjaga kamera tetap stabil dan menghasilkan foto-foto yang tajam!",kamera,,
"aku lagi pengen banget makan sushi enak nih di gofood, kira-kira harganya sekitar rp200.000 untuk puas perut dan lidah!",sushi,,gofood
"wah, hatiku tergoda buat nyobain steak yang juicy dengan harga sekitar rp300.000ada yang jual ga ya di shoppee food ?",steak,,shoppee
kamu tahu nggak? aku tuh sedang kebelet pengen makan pizza lezat yang berharga sekitar rp150.000pengen coba beli di shoppee food,pizza,,shoppee
"kalau boleh jujur, aku tuh pengen banget makan seafood yang segar dengan harga sekitar rp500.000 di shoppee ",seafood,,shoppee
